Calendar Year,County,Juvenile Population,Violent Felony,Other Felony,Misd.,VOP,Status,Other CINS,Referrals,"Referral Rate/1,000",Youth Referred
2015,REFUGIO,695,2,3,8,1,0,1,15,22,12
2016,REFUGIO,675,2,0,5,2,0,0,9,13.33,9
2017,REFUGIO,681,4,2,13,0,1,7,27,39.65,24
2018,REFUGIO,649,0,1,9,1,0,1,12,18,11
2019,REFUGIO,625,2,7,4,0,0,2,15,24,13
2020,REFUGIO,618,0,1,7,0,0,0,8,13,7
2021,REFUGIO,621,2,10,4,0,0,0,16,25.76489533,15
2013,ROBERTS,100,0,0,0,0,0,0,0,0,0
2014,ROBERTS,96,0,0,1,0,1,0,2,20.83333333,1
2015,ROBERTS,89,0,0,0,0,0,0,0,0,0
2016,ROBERTS,84,0,0,0,0,0,0,0,0,0
2017,ROBERTS,95,0,0,0,0,0,0,0,0,0
2018,ROBERTS,95,0,0,0,0,0,0,0,0,0
2019,ROBERTS,91,0,0,0,0,0,0,0,0,0
2020,ROBERTS,96,0,2,0,0,0,0,2,21,2
2021,ROBERTS,97,0,0,0,0,0,0,0,0,0
2013,ROBERTSON,1649,0,1,6,6,0,0,13,7.883565797,9
2014,ROBERTSON,1645,1,5,16,10,0,0,32,19.45288754,20
2015,ROBERTSON,1628,3,10,8,7,0,0,28,17,23
2016,ROBERTSON,1670,2,4,19,6,0,0,31,18.56,26
2017,ROBERTSON,1655,5,6,18,1,0,0,30,18.13,24
2018,ROBERTSON,1677,2,12,11,8,0,0,33,20,27
2019,ROBERTSON,1682,1,11,7,2,0,0,21,12,16
2020,ROBERTSON,1708,2,3,10,4,0,0,19,11,17
2021,ROBERTSON,1707,0,3,1,2,0,0,6,3.514938489,3
2013,ROCKWALL,10609,9,16,59,14,0,11,109,10.27429541,89
2014,ROCKWALL,10930,9,9,74,15,3,12,122,11.16193962,97
2015,ROCKWALL,11109,10,7,60,7,3,4,91,8,83
2016,ROCKWALL,11226,7,20,54,11,1,6,99,8.82,84
2017,ROCKWALL,11267,11,23,83,3,3,3,126,11.18,118
2018,ROCKWALL,11229,11,31,42,10,1,7,102,9,90
2019,ROCKWALL,11158,15,32,50,5,0,2,104,9,94
2020,ROCKWALL,11003,12,25,38,7,1,2,85,8,78
2021,ROCKWALL,10665,14,34,42,6,7,1,104,9.751523676,92
2013,RUNNELS,1046,4,5,7,0,1,0,17,16.25239006,16
2014,RUNNELS,1014,1,9,7,0,0,0,17,16.765286,16
2015,RUNNELS,981,3,3,9,0,1,0,16,16,13
2016,RUNNELS,991,4,4,13,0,0,0,21,21.19,17
2017,RUNNELS,992,3,5,14,2,0,0,24,24.19,21
2018,RUNNELS,1011,1,1,3,0,0,0,5,5,5
2019,RUNNELS,1007,1,2,3,0,0,0,6,6,6
2020,RUNNELS,987,2,4,5,0,1,1,13,13,12
2021,RUNNELS,961,2,2,13,0,3,1,21,21.85223725,18
2013,RUSK,4942,11,14,29,1,0,1,56,11.33144476,49
2014,RUSK,4969,5,8,34,5,0,2,54,10.86737774,43
2015,RUSK,5054,6,9,43,4,3,0,65,13,56
2016,RUSK,5138,5,17,19,1,0,1,43,8.37,36
2017,RUSK,5168,5,15,35,0,0,1,56,10.84,49
2018,RUSK,5168,11,9,26,2,1,2,51,10,48
2019,RUSK,5224,8,12,19,5,1,0,45,9,38
2020,RUSK,5258,6,4,13,0,0,0,23,4,20
2021,RUSK,5316,6,9,16,0,0,2,33,6.207674944,32
2013,SABINE,844,3,3,0,0,0,0,6,7.109004739,5
2014,SABINE,803,1,2,3,0,0,0,6,7.471980075,5
2015,SABINE,789,5,5,5,0,0,0,15,19,15
2016,SABINE,782,3,5,5,2,0,0,15,19.18,12
2017,SABINE,764,0,6,7,0,0,0,13,17.02,12
2018,SABINE,751,4,3,5,1,0,0,13,17,11
2019,SABINE,741,1,0,4,0,0,0,5,7,3
2020,SABINE,736,2,0,1,0,0,0,3,4,3
2021,SABINE,752,1,3,1,0,0,0,5,6.64893617,5
2013,SAN AUGUSTINE,749,5,1,4,1,0,0,11,14.68624833,8
2014,SAN AUGUSTINE,745,1,1,4,1,0,0,7,9.395973154,7
2015,SAN AUGUSTINE,735,0,0,0,0,0,0,0,0,0
2016,SAN AUGUSTINE,704,1,1,3,1,0,0,6,8.52,5
2017,SAN AUGUSTINE,709,2,0,2,0,0,0,4,5.64,4
2018,SAN AUGUSTINE,693,2,1,5,1,0,0,9,13,7
2019,SAN AUGUSTINE,691,1,0,4,1,0,0,6,9,4
2020,SAN AUGUSTINE,664,2,3,1,1,0,0,7,11,4
2021,SAN AUGUSTINE,664,0,2,1,0,0,0,3,4.518072289,3
2013,SAN JACINTO,2631,3,7,17,1,0,0,28,10.64234132,24
2014,SAN JACINTO,2649,4,5,16,3,0,0,28,10.57002643,21
2015,SAN JACINTO,2624,3,9,17,4,0,0,33,13,29
2016,SAN JACINTO,2618,4,8,36,2,0,0,50,19.1,41
2017,SAN JACINTO,2603,7,0,25,4,0,0,36,13.83,31
2018,SAN JACINTO,2588,5,8,14,5,0,0,32,12,29
2019,SAN JACINTO,2549,6,6,30,9,0,0,51,20,44
2020,SAN JACINTO,2551,2,2,3,1,0,0,8,3,8
2021,SAN JACINTO,2499,5,2,4,2,0,0,13,5.202080832,11
2013,SAN PATRICIO,7114,18,30,94,66,16,19,243,34.15799831,150
2014,SAN PATRICIO,7077,20,41,122,41,12,14,250,35.32570298,182
2015,SAN PATRICIO,7151,17,28,134,36,23,8,246,34,175
2016,SAN PATRICIO,7074,14,29,75,20,0,8,146,20.64,113
2017,SAN PATRICIO,6985,8,24,62,24,2,2,122,17.47,98
2018,SAN PATRICIO,6821,11,20,73,18,7,4,133,20,116
2019,SAN PATRICIO,6746,12,21,75,20,3,3,134,20,101
2020,SAN PATRICIO,6787,10,19,40,6,0,2,77,11,67
2021,SAN PATRICIO,6810,10,33,38,3,0,0,84,12.33480176,80
2013,SAN SABA,468,1,0,2,0,1,1,5,10.68376068,4
2014,SAN SABA,444,0,0,3,1,0,0,4,9.009009009,4
2015,SAN SABA,439,1,2,3,2,1,0,9,21,3
2016,SAN SABA,448,0,1,0,0,0,0,1,2.23,1
2017,SAN SABA,451,0,4,0,1,0,0,5,11.09,2
2018,SAN SABA,467,1,2,1,2,0,0,6,13,5
2019,SAN SABA,471,0,0,0,1,0,1,2,4,2
2020,SAN SABA,480,0,2,1,0,0,0,3,6,3
2021,SAN SABA,464,1,0,1,0,0,0,2,4.310344828,2
2013,SCHLEICHER,430,1,0,0,0,0,0,1,2.325581395,1
2014,SCHLEICHER,442,1,2,2,0,0,0,5,11.31221719,4
2015,SCHLEICHER,446,1,0,0,0,0,0,1,2,1
2016,SCHLEICHER,445,2,4,2,0,0,0,8,17.98,4
2017,SCHLEICHER,472,0,1,5,0,0,0,6,12.71,6
2018,SCHLEICHER,461,1,1,3,0,0,0,5,11,4
2019,SCHLEICHER,464,2,3,3,0,0,0,8,17,7
2020,SCHLEICHER,477,0,1,3,0,0,0,4,8,4
2021,SCHLEICHER,466,0,0,0,0,0,0,0,0,0
2013,SCURRY,1602,4,3,8,1,1,5,22,13.73283396,17
2014,SCURRY,1567,3,9,13,0,4,0,29,18.5067007,24
2015,SCURRY,1596,2,14,14,0,11,1,42,26,39
2016,SCURRY,1664,4,16,28,0,7,2,57,34.25,51
2017,SCURRY,1699,4,11,22,0,0,2,39,22.95,36
2018,SCURRY,1733,3,14,30,0,6,0,53,31,44
2019,SCURRY,1773,2,10,34,0,3,0,49,28,41
2020,SCURRY,1807,5,4,23,0,0,1,33,18,32
2021,SCURRY,1829,5,9,24,0,7,3,48,26.2438491,44
2013,SHACKELFORD,326,0,2,2,0,0,0,4,12.26993865,1
2014,SHACKELFORD,326,1,1,0,0,0,0,2,6.134969325,2
2015,SHACKELFORD,325,0,0,0,0,0,0,0,0,0
2016,SHACKELFORD,314,1,0,2,0,0,0,3,9.55,2
2017,SHACKELFORD,334,0,0,0,0,0,0,0,0,0
2018,SHACKELFORD,323,0,0,0,0,0,0,0,0,0
2019,SHACKELFORD,302,0,0,2,0,0,0,2,7,2
2020,SHACKELFORD,309,0,0,3,0,0,0,3,10,2
2021,SHACKELFORD,311,0,1,2,0,0,0,3,9.646302251,3
2013,SHELBY,2602,2,6,25,0,1,0,34,13.06687164,32
2014,SHELBY,2661,2,3,9,0,0,0,14,5.261180008,12
2015,SHELBY,2694,5,13,16,0,0,0,34,13,31
2016,SHELBY,2731,3,18,16,0,0,1,38,13.91,35
2017,SHELBY,2745,10,7,13,0,1,0,31,11.29,31
2018,SHELBY,2727,3,4,6,0,0,0,13,5,11
2019,SHELBY,2755,4,7,8,0,1,0,20,7,20
2020,SHELBY,2761,3,3,4,0,0,1,11,4,10
2021,SHELBY,2731,6,5,11,0,1,0,23,8.421823508,22
2013,SHERMAN,341,0,0,0,0,0,0,0,0,0
2014,SHERMAN,347,0,0,0,0,0,0,0,0,0
2015,SHERMAN,343,0,2,0,0,0,0,2,6,2
2016,SHERMAN,352,1,0,1,0,0,0,2,5.68,2
2017,SHERMAN,354,1,0,0,0,0,1,2,5.65,2
2018,SHERMAN,351,0,0,3,0,0,0,3,9,3
2019,SHERMAN,351,0,2,0,0,0,1,3,9,3
2020,SHERMAN,331,0,1,4,0,0,1,6,18,5
2021,SHERMAN,312,0,0,3,0,0,0,3,9.615384615,3
2013,SMITH,21263,41,54,220,89,65,14,483,22.71551521,378
2014,SMITH,21574,36,68,221,65,38,3,431,19.977751,347
2015,SMITH,21682,35,83,215,94,34,2,463,21,357
2016,SMITH,21918,40,55,172,128,44,1,440,20.07,324
2017,SMITH,22223,39,66,169,166,8,1,449,20.2,311
2018,SMITH,22218,48,63,204,122,4,1,442,20,332
2019,SMITH,22253,56,67,174,99,3,0,399,18,282
2020,SMITH,22204,36,62,136,66,11,0,311,14,246
2021,SMITH,22189,48,72,116,104,1,0,341,15.36797512,243
2013,SOMERVELL,979,2,6,14,3,0,0,25,25.53626149,18
2014,SOMERVELL,937,0,5,4,3,0,0,12,12.80683031,9
2015,SOMERVELL,899,0,1,4,2,0,0,7,8,6
2016,SOMERVELL,881,1,3,1,0,0,0,5,5.68,5
2017,SOMERVELL,852,1,1,1,0,0,0,3,3.52,3
2018,SOMERVELL,834,0,0,1,0,0,0,1,1,1
2019,SOMERVELL,789,0,1,5,0,0,0,6,8,6
2020,SOMERVELL,747,0,0,2,0,0,0,2,3,2
2021,SOMERVELL,732,0,1,0,0,0,0,1,1.366120219,1
2013,STARR,8156,15,51,160,37,12,2,277,33.96272683,221
2014,STARR,8080,21,38,132,32,24,1,248,30.69306931,194
2015,STARR,7966,16,33,133,32,21,0,235,30,184
2016,STARR,7920,19,35,142,28,19,1,244,30.81,191
2017,STARR,7739,16,26,129,23,14,0,208,26.88,162
2018,STARR,7501,12,16,105,17,6,1,157,21,124
2019,STARR,7283,17,47,103,12,9,3,191,26,158
2020,STARR,7182,8,16,56,6,7,0,93,13,83
2021,STARR,7423,7,43,43,2,5,0,100,13.47164219,85
2013,STEPHENS,879,0,9,9,0,0,0,18,20.4778157,16
2014,STEPHENS,906,0,3,10,4,1,0,18,19.86754967,16
2015,STEPHENS,891,0,3,10,4,0,0,17,19,16
2016,STEPHENS,878,0,8,14,3,0,0,25,28.47,20
2017,STEPHENS,910,0,1,5,0,0,0,6,6.59,6
2018,STEPHENS,904,1,4,7,4,0,0,16,18,15
2019,STEPHENS,891,0,9,8,3,0,0,20,22,16
2020,STEPHENS,894,2,0,7,0,0,0,9,10,6
2021,STEPHENS,851,1,0,5,1,0,0,7,8.225616921,7
2013,STERLING,106,1,0,1,0,0,0,2,18.86792453,2
2014,STERLING,105,0,0,0,0,0,0,0,0,0
2015,STERLING,103,0,0,0,0,0,0,0,0,0
2016,STERLING,106,0,0,0,0,0,0,0,0,0
2017,STERLING,111,2,0,0,0,0,0,2,18.02,2
2018,STERLING,118,0,0,1,0,0,1,2,17,2
2019,STERLING,117,2,0,1,0,0,0,3,26,3
2020,STERLING,118,0,0,0,0,0,0,0,0,0
2021,STERLING,114,0,1,0,0,0,0,1,8.771929825,1
2013,STONEWALL,138,0,0,0,0,0,0,0,0,0
2014,STONEWALL,145,0,0,0,0,0,0,0,0,0
2015,STONEWALL,143,0,0,0,0,0,0,0,0,0
2016,STONEWALL,143,0,0,0,0,0,0,0,0,0
2017,STONEWALL,151,0,0,1,0,0,0,1,6.62,1
2018,STONEWALL,134,0,0,1,0,0,0,1,7,1
2019,STONEWALL,138,0,0,0,0,0,0,0,0,0
2020,STONEWALL,124,0,0,0,0,0,0,0,0,0
2021,STONEWALL,114,0,0,0,0,0,0,0,0,0
2013,SUTTON,446,2,3,2,1,0,0,8,17.93721973,5
2014,SUTTON,448,0,0,2,0,0,0,2,4.464285714,2
2015,SUTTON,452,0,2,0,0,0,0,2,4,2
2016,SUTTON,424,2,1,0,0,0,0,3,7.08,2
2017,SUTTON,409,0,2,1,0,0,0,3,7.33,3
2018,SUTTON,402,0,0,0,0,0,0,0,0,0
2019,SUTTON,416,0,0,0,0,0,0,0,0,0
2020,SUTTON,422,0,0,0,0,0,0,0,0,0
2021,SUTTON,411,0,0,3,0,1,0,4,9.732360097,4
2013,SWISHER,779,0,1,11,1,0,0,13,16.68806162,13
2014,SWISHER,768,1,3,10,1,1,0,16,20.83333333,13
2015,SWISHER,806,1,5,11,8,0,0,25,31,19
2016,SWISHER,806,0,6,10,4,0,0,20,24.81,17
2017,SWISHER,817,3,7,13,6,0,2,31,37.94,24
2018,SWISHER,796,3,1,10,5,0,0,19,24,16
2019,SWISHER,822,4,8,10,3,1,0,26,32,20
2020,SWISHER,846,2,2,6,3,1,0,14,17,10
2021,SWISHER,834,1,3,16,3,0,0,23,27.57793765,19
2013,TARRANT,201932,390,559,2023,822,160,24,3978,19.69970089,2633
2014,TARRANT,205284,391,458,1917,533,119,65,3483,16.96673876,2494
2015,TARRANT,208232,390,476,1798,495,89,3,3251,16,2425
2016,TARRANT,210822,437,599,1724,455,82,0,3297,15.64,2399
2017,TARRANT,212544,556,540,1801,495,86,0,3478,16.36,2468
2018,TARRANT,213764,542,527,1859,525,56,5,3514,16,2531
2019,TARRANT,214134,531,738,1762,578,69,4,3682,17,2616
2020,TARRANT,214080,397,508,1079,347,44,1,2376,11,1774
2021,TARRANT,212882,473,468,1226,318,54,3,2542,11.94088744,2003
2013,TAYLOR,11850,29,71,266,34,4,36,440,37.13080169,325
2014,TAYLOR,12001,49,56,231,38,3,5,382,31.83068078,306
2015,TAYLOR,12155,63,44,224,38,8,1,378,31,283
2016,TAYLOR,12378,47,53,198,54,0,0,352,28.44,278
2017,TAYLOR,12613,54,48,191,39,1,0,333,26.4,250
2018,TAYLOR,12833,60,78,210,46,1,1,396,31,277
2019,TAYLOR,13023,53,35,171,68,0,1,328,25,251
2020,TAYLOR,13256,45,50,133,35,3,6,272,21,187
2021,TAYLOR,13583,52,46,131,25,0,4,258,18.99433115,209
2013,TERRELL,80,0,0,0,0,0,0,0,0,0
2014,TERRELL,76,0,3,0,0,0,0,3,39.47368421,3
2015,TERRELL,79,0,1,1,0,0,0,2,25,2
2016,TERRELL,82,0,0,1,0,0,0,1,12.2,1
2017,TERRELL,89,0,0,0,0,0,0,0,0,0
2018,TERRELL,87,0,0,0,0,0,0,0,0,0
2019,TERRELL,85,0,0,0,0,0,0,0,0,0
2020,TERRELL,89,0,0,0,0,0,0,0,0,0
2021,TERRELL,90,0,0,0,0,0,0,0,0,0
2013,TERRY,1249,5,10,33,5,2,3,58,46.43714972,41
2014,TERRY,1263,4,1,15,9,0,2,31,24.54473476,22
2015,TERRY,1266,2,10,33,7,0,1,53,42,37
2016,TERRY,1263,4,7,24,7,0,0,42,33.25,33
2017,TERRY,1266,1,13,17,12,0,1,44,34.76,30
2018,TERRY,1283,4,10,20,20,0,5,59,46,28
2019,TERRY,1334,8,6,15,3,0,1,33,25,23
2020,TERRY,1351,2,7,12,4,0,4,29,21,18
2021,TERRY,1352,2,6,12,1,0,0,21,15.53254438,18
2013,THROCKMORTON,135,1,0,0,0,0,0,1,7.407407407,1
2014,THROCKMORTON,122,0,0,0,0,0,0,0,0,0
2015,THROCKMORTON,131,0,0,0,0,0,0,0,0,0
2016,THROCKMORTON,121,0,0,0,0,0,0,0,0,0
2017,THROCKMORTON,124,0,0,0,0,0,0,0,0,0
2018,THROCKMORTON,124,0,0,0,0,0,0,0,0,0
2019,THROCKMORTON,132,0,0,0,0,0,0,0,0,0
2020,THROCKMORTON,124,0,0,0,0,0,0,0,0,0
2021,THROCKMORTON,127,0,0,0,0,0,0,0,0,0
2013,TITUS,3750,4,18,40,2,1,0,65,17.33333333,58
2014,TITUS,3770,9,15,51,0,1,0,76,20.15915119,62
2015,TITUS,3782,9,14,41,3,3,0,70,19,58
2016,TITUS,3820,6,15,30,5,3,0,59,15.45,53
2017,TITUS,3925,7,19,50,1,7,0,84,21.4,65
2018,TITUS,3994,8,10,44,4,17,0,83,21,59
2019,TITUS,4024,1,12,30,6,4,0,53,13,45
2020,TITUS,4096,7,8,12,3,0,0,30,7,25
2021,TITUS,4076,8,10,19,5,0,0,42,10.30421982,37
2013,TOM GREEN,9859,24,50,243,33,65,35,450,45.6435744,274
2014,TOM GREEN,10019,22,62,224,45,57,2,412,41.12186845,263
2015,TOM GREEN,10175,30,49,233,43,54,8,417,41,276
2016,TOM GREEN,10238,43,47,189,21,79,5,384,37.51,285
2017,TOM GREEN,10426,33,29,196,15,78,2,353,33.86,252
2018,TOM GREEN,10562,53,73,202,27,88,2,445,42,288
2019,TOM GREEN,10690,35,47,174,45,118,4,423,40,287
2020,TOM GREEN,10778,32,26,100,36,88,2,284,26,215
2021,TOM GREEN,10975,30,46,134,20,96,3,329,29.97722096,250
2013,TRAVIS,93417,204,480,1612,715,253,283,3547,37.96953445,2048
2014,TRAVIS,95856,248,488,1719,774,221,138,3588,37.43114672,2028
2015,TRAVIS,98331,279,493,1401,589,92,162,3016,31,1760
2016,TRAVIS,100726,282,547,1408,485,28,132,2882,28.61,1703
2017,TRAVIS,102740,220,448,1286,391,27,73,2445,23.8,1564
2018,TRAVIS,104668,234,420,1155,286,20,28,2143,20,1418
2019,TRAVIS,106276,278,536,1170,164,20,20,2188,21,1434
2020,TRAVIS,107740,173,263,595,59,15,12,1117,10,793
2021,TRAVIS,111290,125,191,349,18,23,3,709,6.370743104,559
2013,TRINITY,1218,2,3,2,1,0,0,8,6.568144499,7
2014,TRINITY,1186,0,7,5,2,0,0,14,11.80438449,13
2015,TRINITY,1159,1,7,2,0,2,0,12,10,12
2016,TRINITY,1154,3,0,6,2,0,0,11,9.53,11
2017,TRINITY,1133,4,3,1,0,0,0,8,7.06,8
2018,TRINITY,1110,5,3,4,1,0,0,13,12,12
2019,TRINITY,1122,4,5,7,0,0,1,17,15,14
2020,TRINITY,1107,1,4,4,1,0,0,10,9,9
2021,TRINITY,1113,7,6,9,5,0,0,27,24.25876011,19
2013,TYLER,1702,3,8,12,1,1,14,39,22.91421857,35
2014,TYLER,1656,7,1,10,1,2,3,24,14.49275362,22
2015,TYLER,1684,4,9,16,0,1,6,36,21,32
2016,TYLER,1647,5,1,7,0,0,9,22,13.36,21
2017,TYLER,1625,0,8,8,0,1,9,26,16,23
2018,TYLER,1621,6,4,10,0,0,6,26,16,23
2019,TYLER,1584,1,15,8,0,0,8,32,20,27
2020,TYLER,1604,1,5,8,0,0,9,23,14,23
2021,TYLER,1603,5,7,9,0,0,6,27,16.84341859,24
2013,UPSHUR,3993,9,4,29,2,1,0,45,11.26972201,42
2014,UPSHUR,3959,11,20,27,1,0,0,59,14.90275322,43
2015,UPSHUR,3969,5,10,25,2,1,0,43,11,33
2016,UPSHUR,3997,3,17,13,0,0,0,33,8.26,25
2017,UPSHUR,4031,6,6,19,0,0,0,31,7.69,28
2018,UPSHUR,4026,14,3,17,2,0,0,36,9,32
2019,UPSHUR,3984,6,14,9,0,0,0,29,7,25
2020,UPSHUR,3914,6,1,4,1,0,0,12,3,12
2021,UPSHUR,3903,3,11,10,0,0,6,30,7.686395081,29
2013,UPTON,359,0,1,4,0,0,0,5,13.9275766,5
2014,UPTON,368,1,0,2,0,0,0,3,8.152173913,3
2015,UPTON,368,0,5,2,0,0,0,7,19,6
2016,UPTON,368,2,2,0,0,0,0,4,10.87,4
2017,UPTON,375,0,3,6,0,0,0,9,24,8
2018,UPTON,385,0,6,7,0,0,1,14,36,13
2019,UPTON,400,1,1,1,0,0,0,3,8,3
2020,UPTON,389,2,3,1,0,0,0,6,15,6
2021,UPTON,365,0,6,4,0,0,0,10,27.39726027,7
2013,UVALDE,3066,7,6,86,3,5,5,112,36.52968037,97
2014,UVALDE,3097,5,13,60,4,4,1,87,28.09170165,70
2015,UVALDE,3064,4,14,51,4,12,2,87,28,78
2016,UVALDE,3067,12,14,68,2,4,2,102,33.26,81
2017,UVALDE,3059,15,22,126,1,14,4,182,59.5,128
2018,UVALDE,2985,22,12,51,0,4,0,89,30,64
2019,UVALDE,2964,6,15,56,1,6,0,84,28,71
2020,UVALDE,2958,4,8,20,8,2,2,44,15,36
2021,UVALDE,2927,7,9,19,1,1,0,37,12.64092928,27
2013,VAL VERDE,5634,11,19,76,21,0,0,127,22.54171104,100
2014,VAL VERDE,5674,13,12,78,26,0,0,129,22.73528375,89
2015,VAL VERDE,5712,15,28,89,14,1,1,148,26,104
2016,VAL VERDE,5731,2,15,66,22,0,0,105,18.32,82
2017,VAL VERDE,5654,11,14,60,15,0,1,101,17.86,82
2018,VAL VERDE,5711,6,21,54,8,0,0,89,16,76
2019,VAL VERDE,5730,8,44,80,6,0,8,146,25,111
2020,VAL VERDE,5707,5,17,57,0,0,6,85,15,74
2021,VAL VERDE,5817,7,30,45,0,0,3,85,14.61234313,72
2013,VAN ZANDT,5240,7,29,37,5,4,0,82,15.64885496,70
2014,VAN ZANDT,5223,9,23,35,4,1,1,73,13.97664178,66
2015,VAN ZANDT,5165,5,7,40,7,2,0,61,12,46
2016,VAN ZANDT,5113,11,12,35,9,1,0,68,13.3,56
2017,VAN ZANDT,5014,8,10,35,3,2,0,58,11.57,51
2018,VAN ZANDT,4957,12,18,16,3,5,2,56,11,51
2019,VAN ZANDT,4919,6,12,17,0,7,0,42,9,39
2020,VAN ZANDT,4865,10,6,18,1,2,1,38,8,32
2021,VAN ZANDT,4791,8,18,23,3,2,0,54,11.27113338,48
2013,VICTORIA,8966,13,37,176,107,5,1,339,37.80950257,216
2014,VICTORIA,8977,16,64,187,140,28,2,437,48.6799599,270
2015,VICTORIA,9025,28,38,175,187,48,0,476,53,254
2016,VICTORIA,9065,28,29,138,218,56,0,469,51.74,246
2017,VICTORIA,9093,26,43,126,162,15,0,372,40.91,222
2018,VICTORIA,9182,28,31,103,107,45,0,314,34,191
2019,VICTORIA,9220,34,72,139,145,45,4,439,48,264
2020,VICTORIA,9211,18,73,110,79,42,0,322,35,200
2021,VICTORIA,9217,25,41,113,88,35,0,302,32.76554193,173
2013,WALKER,4210,11,11,55,4,0,2,83,19.71496437,67
2014,WALKER,4185,10,13,25,4,1,0,53,12.66427718,48
2015,WALKER,4203,9,9,53,8,11,2,92,22,72
2016,WALKER,4257,10,9,45,6,0,0,70,16.44,62
2017,WALKER,4324,13,15,45,3,0,0,76,17.58,65
2018,WALKER,4342,14,18,47,10,0,0,89,21,75
2019,WALKER,4457,26,31,54,4,0,1,116,26,90
2020,WALKER,4510,14,15,60,4,0,0,93,21,66
2021,WALKER,4660,11,27,45,8,0,0,91,19.527897,78
2013,WALLER,4320,6,9,29,0,0,1,45,10.41666667,41
2014,WALLER,4372,1,6,22,0,2,0,31,7.090576395,25
2015,WALLER,4455,3,6,11,0,0,1,21,5,19
2016,WALLER,4547,4,7,27,0,0,0,38,8.36,34
2017,WALLER,4677,4,4,11,0,0,0,19,4.06,17
2018,WALLER,4766,8,5,19,0,0,0,32,7,30
2019,WALLER,4892,5,22,27,2,0,0,56,11,50
2020,WALLER,4990,9,6,23,0,0,0,38,8,36
2021,WALLER,5085,9,14,24,2,0,4,53,10.42281219,47
2013,WARD,1102,2,6,14,3,20,4,49,44.4646098,41
2014,WARD,1096,3,7,17,5,19,2,53,48.35766423,40
2015,WARD,1113,3,9,15,2,18,8,55,49,43
2016,WARD,1137,3,9,30,2,5,4,53,46.61,42
2017,WARD,1136,6,13,32,4,4,5,64,56.34,55
2018,WARD,1145,6,9,35,3,12,5,70,61,61
2019,WARD,1162,3,12,20,6,2,2,45,39,39
2020,WARD,1139,0,10,15,1,2,2,30,26,28
2021,WARD,1126,4,3,28,1,2,0,38,33.74777975,32
2013,WASHINGTON,2948,6,7,45,0,6,1,65,22.04884668,51
2014,WASHINGTON,2957,12,19,29,2,11,1,74,25.02536354,62
2015,WASHINGTON,2962,12,12,38,5,7,1,75,25,57
2016,WASHINGTON,2974,10,8,23,7,8,0,56,18.83,46
2017,WASHINGTON,2954,3,7,18,7,16,0,51,17.26,35
2018,WASHINGTON,2950,7,9,22,6,5,1,50,17,44
2019,WASHINGTON,3006,6,16,24,4,5,2,57,19,43
2020,WASHINGTON,2980,5,7,18,0,3,0,33,11,30
2021,WASHINGTON,3005,9,27,26,1,5,0,68,22.62895175,55
2013,WEBB,35211,137,191,1122,102,150,471,2173,61.71366902,1346
2014,WEBB,35626,113,202,908,96,135,348,1802,50.58103632,1136
2015,WEBB,36061,136,174,941,82,173,268,1774,49,1102
2016,WEBB,36143,125,162,841,52,141,187,1508,41.72,970
2017,WEBB,36201,100,176,650,53,117,193,1289,35.61,880
2018,WEBB,36072,67,148,566,77,104,137,1099,30,777
2019,WEBB,35674,95,255,656,79,115,20,1220,34,810
2020,WEBB,35520,54,119,237,34,58,20,522,15,410
2021,WEBB,35715,52,91,243,17,59,32,494,13.83172337,389
2013,WHARTON,4332,7,18,53,18,0,0,96,22.16066482,81
2014,WHARTON,4408,10,16,45,8,1,0,80,18.14882033,62
2015,WHARTON,4433,13,22,54,11,0,0,100,23,72
2016,WHARTON,4473,6,18,48,15,0,0,87,19.45,69
2017,WHARTON,4445,9,14,51,13,0,0,87,19.57,69
2018,WHARTON,4476,11,17,62,11,0,0,101,23,73
2019,WHARTON,4418,15,24,51,4,0,0,94,21,79
2020,WHARTON,4362,16,27,33,3,0,0,79,18,61
2021,WHARTON,4290,19,29,36,7,0,1,92,21.44522145,74
2013,WHEELER,512,3,1,5,1,1,0,11,21.484375,9
2014,WHEELER,513,1,4,0,4,1,0,10,19.49317739,6
2015,WHEELER,523,3,7,10,1,0,0,21,40,16
2016,WHEELER,539,3,4,7,1,0,1,16,29.68,13
2017,WHEELER,542,2,0,2,4,0,0,8,14.76,7
2018,WHEELER,563,0,3,1,0,0,0,4,7,3
2019,WHEELER,574,1,0,0,0,0,0,1,2,1
2020,WHEELER,577,0,0,1,0,0,0,1,2,1
2021,WHEELER,567,0,1,1,0,0,0,2,3.527336861,2
2013,WICHITA,11615,49,36,208,174,0,1,468,40.29272492,293
2014,WICHITA,11595,51,52,185,140,1,0,429,36.99870634,258
2015,WICHITA,11632,44,55,194,143,0,0,436,37,274
2016,WICHITA,11817,58,28,183,135,0,1,405,34.27,251
2017,WICHITA,11937,61,35,165,126,1,0,388,32.5,236
2018,WICHITA,12118,81,59,194,178,0,0,512,42,285
2019,WICHITA,12168,69,60,180,162,0,0,471,39,293
2020,WICHITA,12317,77,47,133,110,0,0,367,30,234
2021,WICHITA,12453,74,98,166,84,0,0,422,33.88741669,292
2013,WILBARGER,1284,0,9,8,0,1,0,18,14.01869159,18
2014,WILBARGER,1307,3,5,8,4,0,0,20,15.30221882,15
2015,WILBARGER,1312,0,2,18,5,0,0,25,19,21
2016,WILBARGER,1354,2,6,14,2,1,0,25,18.46,25
